index_name,Year,Date,State,Rating,Injuries,Death,Start_Lat,Start_Lon,End_Lat,End_Lon,Width
0,2022,2022-03-30,LA,0,0,0,32.3733,-91.7256,32.3934,-91.7065,25
1,2022,2022-03-30,LA,1,0,0,32.1463,-91.6868,32.2071,-91.5956,350
2,2022,2022-03-30,MS,0,0,0,32.186,-88.8433,32.208,-88.8179,125
3,2022,2022-03-30,MS,1,0,0,32.931,-89.512,32.9881,-89.4407,700
4,2022,2022-03-30,MS,0,0,0,32.341,-90.117,32.3517,-90.062,100
5,2022,2022-03-30,MS,0,0,0,31.201,-89.349,31.2249,-89.3238,25
6,2022,2022-03-30,MS,1,0,0,32.465,-90.6,32.5034,-90.5401,100
7,2022,2022-03-22,MS,0,0,0,32.66,-90.245,32.6597,-90.243,25
8,2022,2022-03-22,MS,1,0,0,33.0779,-89.7654,33.1131,-89.7256,200
9,2022,2022-03-22,MS,0,0,0,32.1109,-89.4196,32.1181,-89.3951,100
10,2022,2022-07-23,OH,1,0,0,40.0421,-84.23,40.0282,-84.2012,200
11,2022,2022-03-21,TX,1,3,0,33.5182,-97.8369,33.5815,-97.7953,440
12,2022,2022-03-22,MS,1,0,0,32.79,-89.97,32.83,-89.87,200
13,2022,2022-03-22,MS,0,0,0,33.4021,-89.933,33.4781,-89.8715,400
14,2022,2022-03-22,MS,1,0,0,33.0475,-88.5701,33.1836,-88.4523,450
15,2022,2022-03-22,MS,3,0,0,32.6016,-88.8976,32.7082,-88.8025,800
16,2022,2022-03-22,MS,0,0,0,32.4093,-88.5061,32.4237,-88.4876,25
17,2022,2022-05-09,FL,0,0,0,25.0534,-80.4794,25.0534,-80.4794,15
18,2022,2022-03-30,MS,1,0,0,33.332,-90.17,33.377,-90.0865,500
19,2022,2022-03-30,LA,1,0,0,32.4718,-91.8204,32.5367,-91.7201,1000
20,2022,2022-03-30,MS,1,0,0,32.3844,-88.4942,32.4112,-88.4358,250
21,2022,2022-03-30,MS,1,0,0,32.2821,-90.2274,32.2947,-90.1793,350
22,2022,2022-03-30,MS,1,0,0,33.351,-89.8066,33.4109,-89.7287,250
23,2022,2022-03-30,MS,1,0,0,31.2645,-89.4659,31.2777,-89.4387,425
24,2022,2022-03-30,MS,2,0,0,30.9197,-89.2525,30.98,-89.14,500
25,2022,2022-03-30,MS,1,0,0,32.225,-88.705,32.269,-88.675,50
26,2022,2022-04-12,MN,1,0,0,43.651,-92.4214,43.6835,-92.4117,180
27,2022,2022-04-12,MN,0,0,0,43.8998,-91.9822,43.9286,-91.9335,70
28,2022,2022-04-12,MN,0,0,0,43.9088,-91.897,43.9348,-91.8976,20
29,2022,2022-03-05,WI,1,0,0,42.871,-89.1947,42.9175,-89.0951,50
30,2022,2022-11-04,OK,4,6,0,33.8055,-94.9175,34.1263,-94.5078,1056
31,2022,2022-05-30,MN,1,0,0,46.3614,-94.8706,46.3684,-94.8657,50
32,2022,2022-06-11,KS,1,0,0,39.8611,-96.5953,39.8511,-96.5987,30
33,2022,2022-06-07,KS,1,0,0,39.7999,-96.713,39.779,-96.668,75
34,2022,2022-06-11,KS,1,0,0,40.0011,-96.67,39.97,-96.66,150
35,2022,2022-06-11,KS,1,0,0,39.7259,-96.64,39.704,-96.6551,100
36,2022,2022-06-14,NE,1,0,0,40.96,-96.3,40.96,-96.26,150
37,2022,2022-03-30,LA,1,0,0,32.487,-91.028,32.513,-91.005,100
38,2022,2022-03-30,MS,1,0,0,32.7443,-90.403,32.8973,-90.1819,700
39,2022,2022-03-30,MS,1,0,0,32.1673,-90.3886,32.2028,-90.2868,350
40,2022,2022-05-31,OK,U,0,0,34.7719,-99.8204,34.7719,-99.8204,20
41,2022,2022-06-06,NE,U,0,0,41.85,-98.1,41.85,-98.1,20
42,2022,2022-05-31,OK,0,0,0,34.6766,-99.9267,34.6766,-99.9267,20
43,2022,2022-05-31,OK,1,0,0,34.531,-99.11,34.518,-99.103,200
44,2022,2022-05-02,OK,0,0,0,34.917,-98.199,34.912,-98.194,240
45,2022,2022-05-02,OK,1,0,0,36.001,-96.968,36.013,-96.852,500
46,2022,2022-05-02,OK,1,0,0,35.2,-96.762,35.212,-96.654,700
47,2022,2022-05-02,OK,U,0,0,36.364,-97.087,36.371,-97.063,150
48,2022,2022-10-12,GA,0,0,0,31.9825,-82.8483,31.9854,-82.8428,100
49,2022,2022-10-29,FL,0,0,0,30.393,-86.5927,30.3943,-86.5926,20
50,2022,2022-10-25,LA,2,0,0,30.652,-92.8043,30.6557,-92.7982,170
51,2022,2022-10-24,TX,1,0,0,30.797,-97.6742,30.7883,-97.61,150
52,2022,2022-10-13,TX,U,0,0,27.59,-97.47,27.5916,-97.4675,20
53,2022,2022-10-12,WI,0,0,0,43.1017,-88.3812,43.1011,-88.3691,50
54,2022,2022-10-12,WI,0,0,0,43.0062,-88.0434,42.991,-87.9863,40
55,2022,2022-10-12,WI,0,0,0,42.5956,-88.377,42.5741,-88.3391,40
56,2022,2022-10-12,WI,0,0,0,42.6596,-88.2872,42.6358,-88.216,25
57,2022,2022-10-12,WI,0,0,0,43.1746,-88.8006,43.1719,-88.7919,25
58,2022,2022-10-12,WI,0,0,0,43.0757,-88.8178,43.074,-88.8093,25
59,2022,2022-10-12,WI,0,0,0,42.9654,-88.5854,42.96,-88.5717,25
60,2022,2022-04-12,LA,1,1,0,32.5619,-91.9872,32.5985,-91.9812,300
61,2022,2022-10-25,FL,0,0,0,30.7768,-85.7261,30.7776,-85.7072,70
62,2022,2022-01-16,FL,1,0,0,29.7986,-84.6027,29.8282,-84.5745,50
63,2022,2022-01-16,FL,1,0,0,26.8299,-82.2635,26.8412,-82.2542,50
64,2022,2022-01-01,TN,1,0,0,34.9969,-87.1023,35.0459,-86.9145,150
65,2022,2022-01-16,FL,2,0,0,26.4817,-81.986,26.5616,-81.9159,125
66,2022,2022-01-16,FL,1,0,0,26.9185,-82.2206,26.9262,-82.2187,50
67,2022,2022-01-16,FL,0,0,0,26.62,-82.0,26.625,-81.995,50
68,2022,2022-01-01,KY,2,0,0,36.85,-87.4601,36.8457,-87.48,125
69,2022,2022-01-09,AL,0,0,0,31.894,-86.085,31.897,-86.08,100
70,2022,2022-10-29,AL,1,0,0,30.537,-88.2623,30.6075,-88.2537,250
71,2022,2022-10-29,AL,1,0,0,30.3638,-87.7665,30.3703,-87.773,40
72,2022,2022-10-29,AL,1,0,0,30.2785,-87.7249,30.3144,-87.7262,110
73,2022,2022-10-29,AL,0,0,0,30.4426,-87.9109,30.4429,-87.9109,20
74,2022,2022-10-29,AL,0,0,0,30.3159,-87.7587,30.3232,-87.7585,20
75,2022,2022-10-29,AL,0,0,0,30.6028,-87.894,30.6108,-87.8901,20
76,2022,2022-10-29,AL,0,0,0,30.7087,-88.1346,30.739,-88.1271,10
77,2022,2022-10-29,AL,0,0,0,30.613,-88.0551,30.6488,-88.0721,110
78,2022,2022-10-29,AL,1,0,0,30.6688,-87.8956,30.6723,-87.8944,20
79,2022,2022-10-29,AL,0,0,0,30.516,-88.1968,30.5427,-88.1978,20
80,2022,2022-10-29,AL,0,0,0,30.713,-88.1879,30.7483,-88.1846,180
81,2022,2022-01-01,KY,0,0,0,36.6975,-87.0981,36.7108,-87.0585,50
82,2022,2022-05-04,OK,2,0,0,35.186,-96.736,35.316,-96.6,1760
83,2022,2022-01-09,AL,0,0,0,31.5063,-86.9244,31.5085,-86.8861,25
84,2022,2022-01-09,AL,0,0,0,31.5312,-86.7063,31.5342,-86.6897,25
85,2022,2022-10-08,CA,0,0,0,33.7,-117.213,33.7024,-117.1861,50
86,2022,2022-06-11,KS,U,0,0,39.0981,-96.4743,39.0981,-96.4743,10
87,2022,2022-06-11,KS,2,0,0,39.1971,-96.5765,39.1947,-96.5714,50
88,2022,2022-04-12,LA,1,0,0,32.6792,-93.8091,32.698,-93.785,125
89,2022,2022-01-01,AL,0,1,0,34.9468,-86.5983,34.978,-86.4343,30
90,2022,2022-06-11,KS,1,0,0,39.44,-96.558,39.278,-96.579,50
91,2022,2022-05-30,MN,2,0,0,45.7591,-95.3759,45.9723,-95.1928,800
92,2022,2022-04-13,LA,2,0,0,32.0117,-92.4006,32.048,-92.312,250
93,2022,2022-04-13,LA,2,0,0,32.048,-92.312,32.1195,-92.107,625
94,2022,2022-05-31,OK,0,0,0,34.7527,-100.0,34.75,-99.993,100
95,2022,2022-10-29,MS,1,0,0,30.5976,-88.6424,30.6116,-88.6535,150
96,2022,2022-10-29,MS,1,0,0,30.617,-88.4942,30.6323,-88.4962,50
97,2022,2022-10-29,MS,U,0,0,30.6877,-88.5766,30.7287,-88.577,25
98,2022,2022-05-04,TX,U,0,0,33.943,-99.707,33.937,-99.691,50
99,2022,2022-10-29,MS,1,0,0,30.4074,-88.5116,30.4467,-88.5223,250
100,2022,2022-10-24,OK,0,0,0,35.144,-96.933,35.144,-96.933,10
101,2022,2022-05-04,TX,U,0,0,33.8355,-100.0159,33.844,-100.006,100
102,2022,2022-04-12,LA,1,0,0,32.442,-93.68,32.515,-93.5419,400
103,2022,2022-04-12,LA,1,0,0,32.2493,-93.2595,32.3229,-93.0837,525
104,2022,2022-04-12,LA,0,0,0,32.8992,-93.8991,32.9131,-93.8858,50
105,2022,2022-10-24,OK,0,0,0,35.391,-97.841,35.399,-97.791,50
106,2022,2022-02-17,AL,0,0,0,33.595,-87.541,33.605,-87.525,290
107,2022,2022-02-17,AL,1,0,0,33.4284,-86.6744,33.468,-86.618,400
108,2022,2022-02-17,AL,1,0,0,33.468,-86.618,33.549,-86.517,400
109,2022,2022-02-03,AL,2,0,0,32.3565,-88.3857,32.5009,-88.1832,900
110,2022,2022-02-03,AL,0,0,0,32.6331,-87.9639,32.71,-87.828,800
111,2022,2022-02-03,AL,2,8,1,32.71,-87.828,32.8585,-87.6089,1700
112,2022,2022-02-03,AL,2,0,0,32.9317,-87.4539,32.97,-87.421,725
113,2022,2022-02-03,AL,2,0,0,32.97,-87.421,33.004,-87.408,725
114,2022,2022-02-17,AL,1,0,0,33.645,-87.0,33.686,-86.937,1100
115,2022,2022-02-03,AL,0,0,0,33.004,-87.408,33.0309,-87.405,120
116,2022,2022-02-03,AL,0,0,0,32.6449,-86.3553,32.6659,-86.3292,100
117,2022,2022-02-17,AL,0,0,0,33.549,-86.517,33.551,-86.512,65
118,2022,2022-02-17,AL,1,0,0,33.605,-87.525,33.628,-87.498,475
119,2022,2022-02-22,KY,0,0,0,36.5285,-89.0568,36.5384,-89.055,100
120,2022,2022-02-03,AL,0,0,0,32.6722,-85.9251,32.6743,-85.9228,100
121,2022,2022-01-01,AL,0,0,0,34.5768,-86.7893,34.5901,-86.7325,150
122,2022,2022-05-12,MN,1,0,0,46.3581,-95.0453,46.3688,-95.0426,100
123,2022,2022-05-12,MN,1,0,0,45.0059,-96.1859,45.0177,-96.1788,50
124,2022,2022-05-12,MN,1,0,0,45.1481,-96.1252,45.163,-96.1183,50
125,2022,2022-05-12,MN,0,0,0,45.3534,-95.2893,45.3812,-95.2756,50
126,2022,2022-01-01,AL,1,0,0,34.9631,-87.1858,34.9968,-87.0996,150
127,2022,2022-04-23,MN,0,0,0,47.68,-96.47,47.6839,-96.4685,50
128,2022,2022-01-01,KY,1,0,0,37.574,-85.234,37.576,-85.23,50
129,2022,2022-01-08,TX,0,0,0,29.9387,-95.339,29.9453,-95.3282,30
130,2022,2022-01-08,TX,0,0,0,30.0425,-94.9065,30.0425,-94.9065,20
131,2022,2022-01-01,KY,1,0,0,37.797,-84.207,37.806,-84.177,125
132,2022,2022-01-01,AL,0,0,0,34.7161,-87.6413,34.7246,-87.6063,60
133,2022,2022-01-01,AL,0,0,0,34.5748,-86.7943,34.5768,-86.7893,150
134,2022,2022-01-09,LA,2,6,0,31.4132,-93.3238,31.4535,-93.2862,900
135,2022,2022-01-08,TX,0,0,0,30.3912,-95.6873,30.398,-95.6874,200
136,2022,2022-01-08,TX,0,0,0,29.7911,-95.5288,29.813,-95.5262,40
137,2022,2022-01-01,KY,1,0,0,37.043,-85.991,37.102,-85.814,150
138,2022,2022-01-01,KY,0,0,0,36.7108,-87.0585,36.74,-87.01,100
139,2022,2022-01-01,KY,1,0,0,37.373,-85.385,37.409,-85.278,350
140,2022,2022-05-12,MN,1,0,0,46.1046,-94.9627,46.1467,-94.9309,100
141,2022,2022-05-12,MN,0,0,0,46.1159,-94.6098,46.1448,-94.5667,50
142,2022,2022-05-12,MN,1,0,0,46.1664,-94.5196,46.2153,-94.4941,100
143,2022,2022-01-01,KY,0,0,0,36.943,-86.445,36.944,-86.438,75
144,2022,2022-01-01,KY,1,0,0,37.827,-84.101,37.835,-84.084,140
145,2022,2022-01-09,LA,1,0,0,31.3286,-93.4226,31.3309,-93.4195,100
146,2022,2022-01-01,KY,0,0,0,37.377,-85.986,37.381,-85.982,50
147,2022,2022-01-01,KY,1,0,0,37.373,-85.385,37.409,-85.278,100
148,2022,2022-01-09,TX,1,0,0,29.97,-95.27,29.9985,-95.2542,40
149,2022,2022-01-09,TX,1,0,0,30.0249,-95.2359,30.0548,-95.2231,75
150,2022,2022-02-22,AR,0,0,0,35.7138,-90.7422,35.7285,-90.6956,50
151,2022,2022-02-22,AL,0,0,0,34.9021,-86.597,34.9043,-86.5419,110
152,2022,2022-01-02,FL,0,0,0,30.7388,-86.1598,30.7404,-86.1587,85
153,2022,2022-01-16,FL,0,1,0,26.02,-81.767,26.16,-81.59,75
154,2022,2022-01-16,FL,0,0,0,25.86,-81.41,25.91,-81.34,75
155,2022,2022-05-23,SC,0,0,0,34.572,-80.983,34.578,-80.98,25
156,2022,2022-05-25,WI,0,0,0,42.5392,-89.1377,42.583,-89.1041,50
157,2022,2022-05-23,SC,1,0,0,35.072,-81.945,35.12,-81.873,200
158,2022,2022-05-23,NC,1,0,0,35.246,-80.714,35.289,-80.674,100
159,2022,2022-05-23,NC,1,0,0,35.289,-80.674,35.346,-80.593,100
160,2022,2022-05-02,KS,0,0,0,37.2036,-99.544,37.2024,-99.5133,35
161,2022,2022-05-06,AL,1,0,0,30.6735,-88.056,30.6771,-88.0535,25
162,2022,2022-05-06,AL,1,0,0,30.6044,-87.8758,30.6074,-87.8736,25
163,2022,2022-05-15,IL,U,0,0,38.64,-89.012,38.64,-89.01,30
164,2022,2022-05-02,KS,0,0,0,37.1024,-99.3483,37.1028,-99.3389,25
165,2022,2022-05-24,TX,2,0,0,31.888,-101.688,31.788,-101.539,200
166,2022,2022-03-21,TX,0,0,0,33.1329,-97.6229,33.198,-97.5511,150
167,2022,2022-05-11,MN,0,0,0,44.6748,-93.8888,44.7044,-93.856,50
168,2022,2022-05-16,NC,1,0,0,35.17,-77.18,35.17,-77.18,80
169,2022,2022-05-26,NC,0,0,0,35.308,-81.645,35.311,-81.643,25
170,2022,2022-05-11,MN,0,0,0,44.2215,-94.4585,44.243,-94.4509,50
171,2022,2022-05-11,MN,0,0,0,44.6386,-93.9182,44.6748,-93.8888,50
172,2022,2022-05-20,NJ,0,0,0,40.415,-74.211,40.419,-74.196,225
173,2022,2022-05-26,NC,0,0,0,35.377,-81.636,35.377,-81.636,25
174,2022,2022-05-26,NC,2,1,0,35.951,-80.946,36.025,-80.891,150
175,2022,2022-05-19,MO,1,0,0,38.378,-91.224,38.395,-91.233,100
176,2022,2022-05-27,MD,0,0,0,39.1589,-77.0719,39.1615,-77.0698,125
177,2022,2022-05-31,KS,U,0,0,37.17,-96.82,37.1702,-96.8197,20
178,2022,2022-05-06,NC,1,0,0,36.0871,-79.2441,36.1248,-79.2009,400
179,2022,2022-05-19,MO,0,0,0,38.505,-90.5753,38.507,-90.575,20
180,2022,2022-05-05,AR,2,0,0,34.36,-91.53,34.3624,-91.5081,300
181,2022,2022-05-15,FL,0,0,0,30.46,-81.65,30.46,-81.65,1
182,2022,2022-05-27,MD,0,0,0,38.5124,-76.7344,38.5203,-76.7121,100
183,2022,2022-05-11,MN,0,0,0,45.1844,-93.272,45.2193,-93.2299,50
184,2022,2022-03-06,AR,0,0,0,35.7242,-90.9893,35.7534,-90.9641,50
185,2022,2022-03-30,MS,1,0,0,32.3415,-88.5384,32.4254,-88.4766,200
186,2022,2022-05-06,SC,1,0,0,34.939,-82.738,34.944,-82.731,150
187,2022,2022-05-09,MN,0,0,0,44.6497,-92.8613,44.7018,-92.7711,25
188,2022,2022-05-06,NC,1,0,0,35.452,-83.447,35.457,-83.442,50
189,2022,2022-03-05,IL,1,0,0,41.6757,-90.0558,41.6984,-89.985,50
190,2022,2022-04-12,IA,1,0,0,41.5351,-95.8569,41.6343,-95.7299,140
191,2022,2022-04-13,KY,0,0,0,37.0107,-87.5425,37.0115,-87.5401,30
192,2022,2022-04-05,AL,0,0,0,31.1932,-85.3078,31.1929,-85.3067,25
193,2022,2022-04-12,IA,0,0,0,41.71,-95.69,41.73,-95.65,200
194,2022,2022-03-22,AL,0,0,0,33.196,-87.021,33.2109,-87.004,100
195,2022,2022-03-30,MS,1,0,0,30.5204,-88.8202,30.5461,-88.7903,100
196,2022,2022-04-05,MS,2,0,0,31.6636,-88.8118,31.6732,-88.7784,250
197,2022,2022-04-05,MS,1,0,0,31.6704,-88.7751,31.6709,-88.7323,100
198,2022,2022-04-29,KS,0,0,0,38.75,-97.19,38.76,-97.17,50
199,2022,2022-04-29,KS,1,0,0,38.68,-97.05,38.71,-96.93,50
200,2022,2022-04-13,KY,0,0,0,36.6,-88.87,36.599,-88.822,50
201,2022,2022-04-13,KY,1,0,0,36.77,-88.64,36.792,-88.592,100
202,2022,2022-04-13,KY,0,0,0,36.91,-88.31,36.92,-88.3,25
203,2022,2022-04-05,AL,0,0,0,31.1445,-85.5518,31.1419,-85.4855,200
204,2022,2022-04-05,AL,0,0,0,31.1419,-85.4855,31.1316,-85.4376,200
205,2022,2022-04-29,NE,1,0,0,40.53,-96.39,40.55,-96.39,100
206,2022,2022-04-23,OK,U,0,0,35.332,-97.748,35.332,-97.748,50
207,2022,2022-03-22,AL,0,0,0,32.98,-87.63,33.0045,-87.5943,430
208,2022,2022-03-30,AL,1,0,0,32.5479,-88.2675,32.6004,-88.1957,600
209,2022,2022-04-05,SC,2,0,0,33.799,-81.472,33.8328,-81.4072,100
210,2022,2022-04-05,SC,2,0,0,33.6907,-80.2292,33.7196,-80.1961,140
211,2022,2022-04-04,FL,0,0,0,27.55,-81.6998,27.55,-81.6957,25
212,2022,2022-04-13,KY,1,0,0,36.88,-88.06,36.9,-88.035,150
213,2022,2022-04-13,KY,1,0,0,36.9,-88.035,36.93,-88.0,150
214,2022,2022-04-13,KY,0,0,0,36.91,-88.29,36.92,-88.29,25
215,2022,2022-06-12,MN,1,0,0,48.4021,-96.2736,48.4138,-96.2184,300
216,2022,2022-03-22,AL,0,0,0,33.0045,-87.5943,33.01,-87.59,105
217,2022,2022-03-22,AL,0,0,0,33.1858,-87.0408,33.196,-87.021,100
218,2022,2022-04-05,SC,1,0,0,33.0736,-81.0799,33.1125,-81.0357,250
219,2022,2022-04-26,VA,1,0,0,38.0733,-78.9435,38.0735,-78.9076,75
220,2022,2022-04-13,KY,0,0,0,37.13,-87.57,37.14,-87.56,25
221,2022,2022-06-20,MN,1,0,0,47.22,-96.2,47.2692,-96.1256,150
222,2022,2022-03-30,MS,0,0,0,30.6894,-88.4184,30.7013,-88.4109,50
223,2022,2022-04-05,SC,0,0,0,33.1807,-80.9262,33.1924,-80.8881,200
224,2022,2022-04-05,SC,0,0,0,33.2472,-80.7916,33.2577,-80.78,50
225,2022,2022-04-05,SC,0,0,0,33.334,-80.6961,33.3417,-80.6868,200
226,2022,2022-04-26,VA,1,0,0,38.0796,-79.0172,38.0733,-78.9435,75
227,2022,2022-04-29,FL,0,0,0,26.5285,-81.894,26.5295,-81.8929,25
228,2022,2022-04-30,MO,0,0,0,37.7626,-89.9291,37.764,-89.9284,50
229,2022,2022-04-11,AR,1,0,0,34.94,-92.229,34.932,-92.215,100
230,2022,2022-03-22,LA,1,0,0,30.2617,-89.957,30.4782,-89.8802,100
231,2022,2022-04-29,NE,1,0,0,40.6072,-96.3882,40.6079,-96.3881,100
232,2022,2022-04-29,KS,0,0,0,38.62,-97.23,38.61,-97.17,50
233,2022,2022-04-29,KS,1,0,0,38.71,-96.93,38.76,-96.66,50
234,2022,2022-12-15,FL,1,2,0,27.7744,-82.7345,27.782,-82.705,100
235,2022,2022-04-05,MS,1,0,0,31.6856,-88.531,31.6863,-88.5261,50
236,2022,2022-03-22,LA,0,0,0,29.914,-90.0257,29.9473,-90.0063,100
237,2022,2022-04-29,KS,0,0,0,39.19,-96.38,39.187,-96.325,30
238,2022,2022-04-29,KS,1,0,0,39.187,-96.325,39.193,-96.289,30
239,2022,2022-04-29,KS,1,0,0,39.193,-96.289,39.22,-96.18,100
240,2022,2022-04-29,KS,1,0,0,39.32,-95.88,39.33,-95.82,40
241,2022,2022-04-11,AR,1,0,0,35.36,-93.51,35.395,-93.468,100
242,2022,2022-04-05,SC,1,0,0,33.8261,-81.0973,33.844,-81.038,40
243,2022,2022-04-05,SC,1,0,0,33.844,-81.038,33.8518,-81.0003,40
244,2022,2022-06-20,MN,0,0,0,46.86,-96.5,46.8618,-96.4971,100
245,2022,2022-06-20,MN,1,0,0,47.4758,-95.1275,47.5276,-95.1125,150
246,2022,2022-04-17,MS,2,0,0,31.1805,-88.9366,31.1716,-88.9112,275
247,2022,2022-04-05,SC,2,1,0,33.791,-81.4923,33.799,-81.472,100
248,2022,2022-04-11,AR,1,0,0,34.9551,-92.3488,34.939,-92.229,100
249,2022,2022-04-05,AL,1,0,0,32.4656,-85.8051,32.5099,-85.7551,250
250,2022,2022-04-05,AL,0,0,0,31.9833,-86.0358,31.991,-85.996,550
251,2022,2022-03-30,LA,1,0,0,30.7557,-90.5106,30.8178,-90.4378,150
252,2022,2022-03-05,IA,1,0,0,42.1106,-92.1864,42.2184,-91.9553,400
253,2022,2022-03-05,IA,1,0,0,41.5355,-90.7032,41.5695,-90.6385,300
254,2022,2022-03-22,AL,0,0,0,32.6906,-87.9379,32.696,-87.9242,150
255,2022,2022-03-22,AL,0,0,0,32.7238,-87.9136,32.7478,-87.867,250
256,2022,2022-04-11,AR,1,0,0,35.28,-94.038,35.296,-94.001,200
257,2022,2022-04-11,OK,U,0,0,34.816,-95.011,34.817,-94.998,100
258,2022,2022-04-12,LA,1,0,0,32.698,-93.785,32.7183,-93.7515,200
259,2022,2022-04-05,GA,1,0,0,31.2568,-84.9327,31.2565,-84.8119,50
260,2022,2022-04-05,GA,1,0,0,31.296,-84.9101,31.3188,-84.8308,50
261,2022,2022-04-05,GA,0,0,0,31.38,-84.33,31.3845,-84.3206,25
262,2022,2022-04-24,IL,1,0,0,39.6236,-89.2993,39.6283,-89.2837,50
263,2022,2022-04-05,AL,0,0,0,31.991,-85.996,32.0056,-85.9095,550
264,2022,2022-04-05,AL,0,0,0,32.8765,-85.53,32.8803,-85.524,200
265,2022,2022-04-05,AL,1,0,0,31.896,-86.1267,31.967,-86.07,1100
266,2022,2022-04-06,GA,1,0,0,31.8932,-84.0132,31.9123,-83.9675,100
267,2022,2022-04-06,GA,U,0,0,31.3122,-83.797,31.3312,-83.6781,25
268,2022,2022-04-06,GA,U,0,0,31.3312,-83.6781,31.3419,-83.6537,25
269,2022,2022-03-22,AL,0,0,0,33.5094,-87.3777,33.5221,-87.371,175
270,2022,2022-04-07,FL,1,0,0,30.7515,-81.9637,30.764,-81.9114,30
271,2022,2022-04-06,GA,1,0,0,30.8135,-83.9951,30.8179,-83.9677,200
272,2022,2022-04-07,GA,1,0,0,31.7962,-83.4726,31.7967,-83.4684,75
273,2022,2022-04-05,AL,1,0,0,32.0402,-85.8342,32.0445,-85.8079,600
274,2022,2022-04-05,AL,2,0,0,31.967,-86.07,32.0474,-86.0047,1100
275,2022,2022-04-05,AL,0,0,0,32.6498,-85.8352,32.6678,-85.8144,110
276,2022,2022-04-06,GA,U,0,0,31.3419,-83.6537,31.34,-83.6219,25
277,2022,2022-04-05,AL,1,0,0,31.1497,-85.5123,31.1472,-85.511,50
